授業科目名,担当者名,配当学年,開講期,曜時限,群,学科,前身科目,年度
物理統計学（数理）,上原 恵理香,3回生以上,前期,木2,工学部専門科目,情報学科,,2025
確率離散事象論,本多 淳也・田中 利幸,3回生以上,前期,月5,工学部専門科目,情報学科,,2025
データベース（計算機）,馬 強,3回生以上,前期,水2,工学部専門科目,情報学科,,2025
ソフトウェア工学（計算機）,伊藤 孝行・渥美 紀寿,3回生以上,後期,月4,工学部専門科目,情報学科,,2025
オペレーティングシステム（計算機）,首藤 一幸,3回生以上,前期,火3,工学部専門科目,情報学科,,2025
言語・オートマトン,山本 章博,2回生以上,後期,水1,工学部専門科目,情報学科,,2025
情報と職業,河原 達也・末永 幸平,4回生以上,前期,"金3,4",工学部専門科目,情報学科,,2025
コンピュータネットワーク,岡部 寿男,3回生以上,前期,火1,工学部専門科目,情報学科,,2025
情報システム（計算機）,田島 敬史,3回生以上,後期,水3,工学部専門科目,情報学科,,2025
計算機科学概論,五十嵐 淳・湊 真一・河原 達也・伊藤 孝行,1回生以上,前期,水5,工学部専門科目,情報学科,,2025
数理工学概論,森本 淳・寺前 順之介・本多 淳也,1回生以上,前期,火2,工学部専門科目,情報学科,,2025
アルゴリズムとデータ構造入門,鹿島 久嗣,1回生以上,後期,月1,工学部専門科目,情報学科,,2025
人工知能,神田 崇行,3回生以上,前期,水3,工学部専門科目,情報学科,,2025
数理解析,吉川 仁,4回生以上,前期,木4,工学部専門科目,情報学科,,2025
パターン認識と機械学習,河原 達也,3回生以上,後期,水2,工学部専門科目,情報学科,,2025
非線形動力学（数理）,青柳 富誌生,3回生以上,前期,金3,工学部専門科目,情報学科,,2025
プログラミング入門,伊藤 孝行,1回生以上,前期,木1,工学部専門科目,情報学科,,2025
数理工学実験（数理:H26以降入学者）,大木 健太郎・小林 克樹・川越 大輔,2回生以上,後期,"月3,4,火3,4",工学部専門科目,情報学科,,2025
計算機の構成,岩下 武史,2回生以上,後期,水2,工学部専門科目,情報学科,,2025
プログラミング言語処理系,末永 幸平,3回生以上,前期,月2,工学部専門科目,情報学科,,2025
情報符号理論,谷口 忠大,2回生以上,前期,火1,工学部専門科目,情報学科,,2025
電気電子回路入門,下田 宏・川山 巌,2回生以上,前期,水1,工学部専門科目,情報学科,,2025
計算機科学のための数学演習,岩政 勇仁・明石 望洋・池渕 未来,2回生以上,前期,木4,工学部専門科目,情報学科,,2025
システム工学実験（数理）,大木 健太郎・八木 聡明,3回生以上,前期,"木4,5,金4,5",工学部専門科目,情報学科,,2025
計算機アーキテクチャ,岡部 寿男,3回生以上,前期,月1,工学部専門科目,情報学科,,2025
統計的モデリング基礎,鹿島 久嗣,3回生以上,前期,水4,工学部専門科目,情報学科,,2025
計算機科学実験及演習１（計算機）,末永 幸平・竹内 孝・蟻坂 竜大・丁 世堯・新 恭兵,2回生以上,前期,"水3,4",工学部専門科目,情報学科,,2025
メディア情報処理,河原 達也・中村 裕一,3回生以上,後期,火4,工学部専門科目,情報学科,,2025
情報セキュリティ演習,岡部 寿男,3回生以上,前期集中,集中講義,工学部専門科目,情報学科,,2025
情報符号理論続論,小渕 智之・本多 淳也,3回生以上,後期,火3,工学部専門科目,情報学科,,2025
プログラミング演習（数理:H31以降入学者）,原田 健自・筒 広樹・山口 義幸,2回生以上,前期,"月3,4",工学部専門科目,情報学科,,2025
最適化入門,山下 信雄,1回生以上,後期,木4,工学部専門科目,情報学科,,2025
流体力学（数理）,田口 智清・辻 徹郎,3回生以上,後期,火2,工学部専門科目,情報学科,,2025
ヒューマンコンピュータインタラクション,山下 直美,3回生以上,後期,水4,工学部専門科目,情報学科,,2025
特別研究１（計算機）,河原 達也,4回生以上,前期集中,集中講義,工学部専門科目,情報学科,,2025
特別研究１（計算機）,河原 達也,4回生以上,後期集中,集中講義,工学部専門科目,情報学科,,2025
特別研究１（数理）,青柳 富誌生,4回生以上,前期集中,集中講義,工学部専門科目,情報学科,,2025
特別研究１（数理）,青柳 富誌生,4回生以上,後期集中,集中講義,工学部専門科目,情報学科,,2025
特別研究２（計算機）,河原 達也,4回生以上,前期集中,集中講義,工学部専門科目,情報学科,,2025
特別研究２（計算機）,河原 達也,4回生以上,後期集中,集中講義,工学部専門科目,情報学科,,2025
特別研究２（数理）,青柳 富誌生,4回生以上,前期集中,集中講義,工学部専門科目,情報学科,,2025
特別研究２（数理）,青柳 富誌生,4回生以上,後期集中,集中講義,工学部専門科目,情報学科,,2025
工業数学Ａ１,柴山 允瑠,2回生以上,後期,木2,工学部専門科目,物理工学科,,2025
工業数学Ｆ１（機材エネ原：学番奇数）,西川 雅章,2回生以上,後期,火3,工学部専門科目,物理工学科,,2025
工業数学Ｆ１（機材エネ原：学番偶数）,前川 孝,2回生以上,後期,火3,工学部専門科目,物理工学科,,2025
工業数学Ａ２,藤原 宏志,3回生以上,前期,水1,工学部専門科目,物理工学科,,2025
工業数学Ｆ２（機：学番奇数）,加納 学・大塚 敏之,3回生以上,前期,火2,工学部専門科目,物理工学科,,2025
工業数学Ｆ２（機：学番偶数）,瀬波 大土,3回生以上,前期,火2,工学部専門科目,物理工学科,,2025
工業数学Ｆ２（材）,一井 崇・弓削 是貴,3回生以上,前期,火2,工学部専門科目,物理工学科,,2025
工業数学Ｆ２（エネ原）,石澤 明宏・今寺 賢志,3回生以上,前期,金4,工学部専門科目,物理工学科,,2025
工業数学Ａ３,辻本 諭,3回生以上,前期,月2,工学部専門科目,物理工学科,,2025
工業数学Ｆ３（機原）,井上 康博,3回生以上,後期,金2,工学部専門科目,物理工学科,,2025
工業力学Ａ（機・宇）,西原 修・花崎 秀史,3回生以上,前期,水2,工学部専門科目,物理工学科,,2025
工業力学Ａ（エネ）,木下 勝之,3回生以上,前期,月1,工学部専門科目,物理工学科,,2025
工学倫理,新津 葵一・石田 泰一郎・今堀 博・鈴木 基史・立場 貴文・梅野 健・杉安 和憲・花崎 秀史・河瀬 元明・岸田 恭輔・大西 正光・金多 隆・伊藤 禎彦・林 和希・中川 雅之,4回生以上,前期,木3,工学部専門科目,,,2025
工学序論,山本 貴士・荒木 慶一・花崎 秀史・野村 泰伸・生越 友樹・伊藤 孝行・木谷 哲夫・石塚 師也,1回生以上,前期集中,集中講義,工学部専門科目,,,2025
工学部国際インターンシップ１,"本多 充・KOWHAKUL, Wasana",3回生以上,通年集中,集中講義,工学部専門科目,,,2025
グローバル・リーダーシップセミナー I (企業調査研究),平井 義和,2回生以上,通年集中,集中講義,工学部専門科目,,,2025
工学部国際インターンシップ２,"本多 充・KOWHAKUL, Wasana",3回生以上,通年集中,集中講義,工学部専門科目,,,2025
グローバル・リーダーシップセミナー II (イノベーションとその事業化),本多 充・平井 義和,2回生以上,後期集中,集中講義,工学部専門科目,,,2025
計算機数学（原）,成田 絵美,2回生以上,前期,金2,工学部専門科目,物理工学科,,2025
計算機数学（エネ）,蜂谷 寛・林 潤,2回生以上,前期,火1,工学部専門科目,物理工学科,,2025
計算機数学（機：7・9・11組）,平井 義和,2回生以上,前期,木2,工学部専門科目,物理工学科,,2025
計算機数学（機：8・10・12組）,松原 厚・河野 大輔・江口 佳那,2回生以上,前期,月2,工学部専門科目,物理工学科,,2025
材料力学１（機宇：学番奇数）,嶋田 隆広,2回生以上,前期,水1,工学部専門科目,物理工学科,,2025
材料力学１（機宇：学番偶数）,平方 寛之,2回生以上,前期,水1,工学部専門科目,物理工学科,,2025
材料力学１（材エネ原：学番奇数）,今谷 勝次,2回生以上,前期,水1,工学部専門科目,物理工学科,,2025
材料力学１（材エネ原：学番偶数）,安部 正高,2回生以上,前期,水1,工学部専門科目,物理工学科,,2025
"材料力学２（機：7,8,9,10組）",西川 雅章・牧 功一郎,2回生以上,後期,金2,工学部専門科目,物理工学科,,2025
"材料力学２（機：11,12組、宇）",琵琶 志朗,2回生以上,後期,金2,工学部専門科目,物理工学科,,2025
材料力学２（材エネ原）,木下 勝之,2回生以上,後期,金2,工学部専門科目,物理工学科,,2025
熱力学２（機宇）,岩井 裕・岸本 将史,2回生以上,後期,火1,工学部専門科目,物理工学科,,2025
熱力学２（エネ原）,川那辺 洋,2回生以上,後期,月3,工学部専門科目,物理工学科,,2025
材料基礎学１（機宇）,平方 寛之・嶋田 隆広,3回生以上,前期,水3,工学部専門科目,物理工学科,,2025
材料基礎学１（エネ原）,高木 郁二・小林 大志,2回生以上,後期,水1,工学部専門科目,物理工学科,,2025
計測学（機エネ原：学番奇数）,土屋 智由・横川 隆司・木下 勝之・三宅 正男・廣谷 潤,2回生以上,前期,金3,工学部専門科目,物理工学科,,2025
計測学（機エネ原：学番偶数）,土屋 智由・横川 隆司・木下 勝之・三宅 正男・廣谷 潤,2回生以上,前期,金3,工学部専門科目,物理工学科,,2025
固体物理学（材エネ原宇）,中村 裕之,2回生以上,後期,木1,工学部専門科目,物理工学科,,2025
応用電磁気学（機宇：学番奇数）,四竈 泰一,3回生以上,前期,火1,工学部専門科目,物理工学科,,2025
応用電磁気学（機宇：学番偶数）,名村 今日子,3回生以上,前期,火1,工学部専門科目,物理工学科,,2025
応用電磁気学（エネ原）,斉藤 学,3回生以上,前期,火1,工学部専門科目,物理工学科,,2025
原子物理学（材エネ原宇）,間嶋 拓也,2回生以上,後期,金3,工学部専門科目,物理工学科,,2025
量子物理学１（機：学番奇数）,鈴木 基史,3回生以上,後期,金3,工学部専門科目,物理工学科,,2025
量子物理学１（機：学番偶数）,中嶋 薫,3回生以上,後期,金3,工学部専門科目,物理工学科,,2025
量子物理学１（材原宇）〈情報〉,伊藤 秋男,3回生以上,前期,金2,工学部専門科目,物理工学科,,2025
量子物理学２（機）,蓮尾 昌裕,4回生以上,前期,水1,工学部専門科目,物理工学科,,2025
量子物理学２（材原宇）〈情報〉,伊藤 秋男,3回生以上,後期,火1,工学部専門科目,物理工学科,,2025
連続体力学（エネ）,今谷 勝次,3回生以上,前期,金3,工学部専門科目,物理工学科,,2025
連続体力学（機）,安達 泰治,3回生以上,後期,火3,工学部専門科目,物理工学科,,2025
エネルギー変換工学（エネ）,黒瀬 良一・林 潤,3回生以上,前期,金2,工学部専門科目,物理工学科,,2025
エネルギー変換工学（機）,黒瀬 良一・林 潤,4回生以上,前期,金2,工学部専門科目,物理工学科,,2025
振動工学（機）,中西 弘明・小森 雅晴・松原 厚,3回生以上,後期,水1,工学部専門科目,物理工学科,,2025
振動工学（宇）,泉田 啓,2回生以上,後期,月3,工学部専門科目,物理工学科,,2025
制御工学１（機エネ原：学番奇数）,細田 耕・川節 拓実,3回生以上,前期,木1,工学部専門科目,物理工学科,,2025
制御工学１（機エネ原：学番偶数）,大塚 敏之・東 俊一,3回生以上,前期,木1,工学部専門科目,物理工学科,,2025
制御工学１（宇）,丸田 一郎,3回生以上,前期,月3,工学部専門科目,物理工学科,,2025
制御工学２（機）,東 俊一・川節 拓実,3回生以上,後期,水3,工学部専門科目,物理工学科,,2025
制御工学２（宇）,藤本 健治,3回生以上,後期,木2,工学部専門科目,物理工学科,,2025
生産工学（機）,泉井 一浩,3回生以上,後期,水2,工学部専門科目,物理工学科,,2025
結晶物性学（材エネ）,乾 晴行・岸田 恭輔,3回生以上,前期,金1,工学部専門科目,物理工学科,,2025
材料物理化学（エネ）,三宅 正男,3回生以上,後期,水2,工学部専門科目,物理工学科,,2025
熱及び物質移動（材）,安田 秀幸,3回生以上,前期,水2,工学部専門科目,物理工学科,,2025
熱及び物質移動（エネ）,奥村 英之・佐川 尚・小川 敬也,3回生以上,前期,月2,工学部専門科目,物理工学科,,2025
プラズマ物理学（原宇）,村上 定義・森下 侑哉,3回生以上,後期,火2,工学部専門科目,物理工学科,,2025
量子反応基礎論（原）,斉藤 学,3回生以上,後期,金3,工学部専門科目,物理工学科,,2025
気体力学（宇）,高田 滋,3回生以上,前期,火2,工学部専門科目,物理工学科,,2025
熱統計力学（宇）,江利口 浩二,3回生以上,前期,木1,工学部専門科目,物理工学科,,2025
空気力学（宇）,高田 滋,3回生以上,後期,金2,工学部専門科目,物理工学科,,2025
推進基礎論（宇）,江利口 浩二・占部 継一郎,3回生以上,後期,月1,工学部専門科目,物理工学科,,2025
航空宇宙機力学（宇）,泉田 啓,3回生以上,後期,月2,工学部専門科目,物理工学科,,2025
固体力学（宇）,琵琶 志朗,3回生以上,前期,月1,工学部専門科目,物理工学科,,2025
物理工学演習１（エネ）,澄川 貴志,3回生以上,前期,月4,工学部専門科目,物理工学科,,2025
物理工学演習１（原）,小暮 兼三・成田 絵美,3回生以上,前期,"火3,4",工学部専門科目,物理工学科,,2025
物理工学演習１（宇）,小林 琢巳・石黒 隆久,3回生以上,前期,"木3,4",工学部専門科目,物理工学科,,2025
物理工学演習２（エネ）,川那辺 洋・今谷 勝次・松本 一彦・堀部 直人・小川 敬也・川西 咲子・林 一広,3回生以上,後期,火2,工学部専門科目,物理工学科,,2025
物理工学演習２（原）,小暮 兼三・成田 絵美・全員,3回生以上,後期,"火4,5",工学部専門科目,物理工学科,,2025
物理工学演習２（宇）,仲西 俊之・藤原 哲・佐々木 敦志,3回生以上,後期,"金3,4",工学部専門科目,物理工学科,,2025
機械システム工学実験１（機）,"廣谷 潤・名村 今日子・牧 功一郎・栗山 怜子・PILLAI, Abhishek Lakshman・GUO Yuting・土屋 智由・竹田 宏典・坂野 幾海",3回生以上,前期,"水4,5",工学部専門科目,物理工学科,,2025
機械システム工学実験１（機）,"廣谷 潤・名村 今日子・牧 功一郎・栗山 怜子・PILLAI, Abhishek Lakshman・GUO Yuting・土屋 智由・坂野 幾海・竹田 宏典・王 吟麗",3回生以上,後期,"月4,5",工学部専門科目,物理工学科,,2025
機械システム工学実験２（機）,廣谷 潤・名村 今日子・寺川 達郎・松永 航・藤本 和也・若林 英信・河野 大輔・中西 弘明・霜降 真希・金子 泰洸ポール,3回生以上,前期,"木4,5",工学部専門科目,物理工学科,,2025
機械システム工学実験２（機）,廣谷 潤・名村 今日子・寺川 達郎・松永 航・若林 英信・河野 大輔・中西 弘明・霜降 真希・金子 泰洸ポール,3回生以上,後期,"木1,2",工学部専門科目,物理工学科,,2025
機械システム工学実験３（機）,廣谷 潤・名村 今日子・古田 幸三・見波 将・安達 眞聡・星野 健太・韓 霽珂・加藤 祥太・松本 倫実,3回生以上,前期,"金4,5",工学部専門科目,物理工学科,,2025
機械システム工学実験３（機）,廣谷 潤・名村 今日子・古田 幸三・見波 将・安達 眞聡・星野 健太・韓 霽珂・加藤 祥太・松本 倫実,3回生以上,後期,"木4,5",工学部専門科目,物理工学科,,2025
機械設計演習１（機）,西脇 眞二・中嶋 薫・藤本 和也・赤井 和輝・居初 有香・川畑 真一・西村 公佑・盛島 明元,3回生以上,前期,"月4,5,金4,5",工学部専門科目,物理工学科,,2025
機械設計演習１（機）,西脇 眞二・四竈 泰一・江口 佳那・中村 公夫,3回生以上,前期,"火4,5,木4,5",工学部専門科目,物理工学科,,2025
機械設計演習１（機）,西脇 眞二・松本 充弘・中西 弘明・山村 眞哉・金谷 顕一,3回生以上,前期,"水4,5,金4,5",工学部専門科目,物理工学科,,2025
機械設計演習２（機）,小森 雅晴・平山 朋子・河野 大輔・金田 修一・湯川 伸次郎,3回生以上,後期,"月1,2,3,4",工学部専門科目,物理工学科,,2025
機械製作実習（機）,松原 厚・河野 大輔・西脇 眞二・栗山 怜子・竹田 宏典・安達 眞聡・韓 霽珂・加藤 祥太・松永 航・GUO Yuting・王 吟麗・袴田 隆永・湯川 伸次郎・楠浦 崇央,2回生以上,後期,水5,工学部専門科目,物理工学科,,2025
材料科学実験および演習１（材）,田畑 吉計,3回生以上,前期,"水3,4,木3,4",工学部専門科目,物理工学科,,2025
材料科学実験および演習２（材）,田畑 吉計,3回生以上,後期,"水3,4,木3,4",工学部専門科目,物理工学科,,2025
航空宇宙工学実験１（宇）,高田 滋・泉田 啓・初鳥 匡成・石井 陽介,3回生以上,前期,"金3,4",工学部専門科目,物理工学科,,2025
航空宇宙工学実験２（宇）,高田 滋・占部 継一郎・丸田 一郎・杉元 宏,3回生以上,後期,"火3,4",工学部専門科目,物理工学科,,2025
金属材料学（材）,辻 伸泰,3回生以上,後期,木2,工学部専門科目,物理工学科,,2025
材料強度物性（材）,乾 晴行,3回生以上,後期,金1,工学部専門科目,物理工学科,,2025
固体物性学（機）,中嶋 薫,4回生以上,前期,火2,工学部専門科目,物理工学科,,2025
統計熱力学,松本 充弘・井上 康博,3回生以上,前期,金2,工学部専門科目,物理工学科,,2025
統計熱力学（材エネ）,三宅 正男,3回生以上,後期,火3,工学部専門科目,物理工学科,,2025
品質管理,西脇 眞二・泉井 一浩・吉川 豊次,4回生以上,前期,水4,工学部専門科目,物理工学科,,2025
生物物理学,土田 秀次・田中 浩基・櫻井 良憲・渡邉 翼・高田 卓志・近藤 夏子・真田 悠生,3回生以上,前期,月2,工学部専門科目,物理工学科,,2025
精密加工学（機）,松原 厚・河野 大輔,4回生以上,前期,火1,工学部専門科目,物理工学科,,2025
材料電気化学（材）,邑瀬 邦明・深見 一弘,3回生以上,前期,水1,工学部専門科目,物理工学科,,2025
原子炉基礎演習・実験（原）,宇根崎 博信・三澤 毅・卞 哲浩・北村 康則,4回生以上,前期,"月3,4",工学部専門科目,物理工学科,,2025
物理工学総論Ａ,平方 寛之・嶋田 隆広・黒瀬 良一・長田 孝二・細田 耕・東 俊一・廣谷 潤・新宅 博文・蓮尾 昌裕・名村 今日子・大和田 拓・泉田 啓・高田 滋・琵琶 志朗,1回生以上,前期,水5,工学部専門科目,物理工学科,,2025
物理工学総論Ｂ,辻 伸泰・宇田 哲也・邑瀬 邦明・一井 崇・弓削 是貴・今谷 勝次・三宅 正男・池之上 卓己・成田 絵美・高木 郁二・横峯 健彦・斉藤 学,1回生以上,後期,火1,工学部専門科目,物理工学科,,2025
加速器工学（原）,土田 秀次,3回生以上,前期,水1,工学部専門科目,物理工学科,,2025
放射化学（エネ原）,佐々木 隆之・小林 大志,3回生以上,後期,月1,工学部専門科目,物理工学科,,2025
エネルギー・材料熱化学１（材エネ）,長谷川 将克,3回生以上,前期,月3,工学部専門科目,物理工学科,,2025
エネルギー・材料熱化学２（材エネ）,長谷川 将克,3回生以上,後期,月2,工学部専門科目,物理工学科,,2025
固体電子論（材）,黒川 修,3回生以上,前期,火1,工学部専門科目,物理工学科,,2025
インターンシップ（機）,土屋 智由・長田 孝二,3回生以上,後期集中,集中講義,工学部専門科目,物理工学科,,2025
インターンシップ（原）,間嶋 拓也,3回生以上,後期集中,集中講義,工学部専門科目,物理工学科,,2025
物理工学英語（原）,檜木 達也・間嶋 拓也,4回生以上,前期集中,集中講義,工学部専門科目,物理工学科,,2025
機械設計製作（機エネ宇）,松原 厚・西脇 眞二,2回生以上,前期,月3,工学部専門科目,物理工学科,,2025
システム工学（エネ原）,川那辺 洋,3回生以上,後期,水1,工学部専門科目,物理工学科,,2025
構造物性学（材）,野瀬 嘉太郎・辻 伸泰,3回生以上,前期,火3,工学部専門科目,物理工学科,,2025
物質科学基礎（材）,邑瀬 邦明,2回生以上,前期,金3,工学部専門科目,物理工学科,,2025
材料統計物理学（材）,田畑 吉計・弓削 是貴,2回生以上,後期,火2,工学部専門科目,物理工学科,,2025
材料科学基礎１（材）,岸田 恭輔・野瀬 嘉太郎,2回生以上,後期,水1,工学部専門科目,物理工学科,,2025
材料科学基礎２（材エネ）,深見 一弘・一井 崇,2回生以上,後期,木2,工学部専門科目,物理工学科,,2025
エネルギー化学１（エネ原）,松本 一彦,3回生以上,前期,火2,工学部専門科目,物理工学科,,2025
エネルギー化学２（エネ原）,松本 一彦,3回生以上,後期,金4,工学部専門科目,物理工学科,,2025
流体力学１（機）,長田 孝二・渡邉 智昭,2回生以上,後期,火2,工学部専門科目,物理工学科,,2025
流体力学１（エネ原宇）,大和田 拓・杉元 宏,2回生以上,後期,火2,工学部専門科目,物理工学科,,2025
流体力学２（機）,花崎 秀史,3回生以上,前期,木2,工学部専門科目,物理工学科,,2025
流体力学２（エネ宇）,大和田 拓・杉元 宏,3回生以上,前期,木2,工学部専門科目,物理工学科,,2025
マイクロ加工学（機エネ）,横川 隆司・廣谷 潤・藤本 和也,4回生以上,前期,金1,工学部専門科目,物理工学科,,2025
航空宇宙工学演義（宇）,高田 滋,4回生以上,前期,"火3,4",工学部専門科目,物理工学科,,2025
固体物性論（材エネ）,中村 裕之・田畑 吉計,3回生以上,後期,金3,工学部専門科目,物理工学科,,2025
原子核工学序論１（原）,佐々木 隆之,2回生以上,前期,月2,工学部専門科目,物理工学科,,2025
原子核工学序論２（原）,佐々木 隆之,2回生以上,後期,月2,工学部専門科目,物理工学科,,2025
流体熱工学（原）,横峯 健彦,3回生以上,後期,月2,工学部専門科目,物理工学科,,2025
伝熱工学（機）,黒瀬 良一,3回生以上,後期,金1,工学部専門科目,物理工学科,,2025
材料基礎学２（エネ）,奥村 英之,3回生以上,前期,水2,工学部専門科目,物理工学科,,2025
設計工学１,小森 雅晴・平山 朋子,3回生以上,前期,月1,工学部専門科目,物理工学科,,2025
設計工学２,小森 雅晴・松原 厚・西脇 眞二,3回生以上,後期,火2,工学部専門科目,物理工学科,,2025
エネルギー応用工学設計演習・実験１,奥村 英之・安部 正高・池之上 卓己・今谷 勝次・小川 敬也・木下 勝之・長谷川 将克・蜂谷 寛・林 潤・堀部 直人・松本 一彦・三宅 正男・松井 隆太郎・黄 珍光・岡﨑 豊・富所 拓哉・河合 江美・川西 咲子,3回生以上,前期,"水3,4,木3,4",工学部専門科目,物理工学科,,2025
原子核工学実験１,今井 誠,3回生以上,前期,"木1,2,3,4",工学部専門科目,物理工学科,,2025
エネルギー応用工学設計演習・実験２,奥村 英之・安部 正高・蜂谷 寛・池之上 卓己・今谷 勝次・小川 敬也・木下 勝之・長谷川 将克・林 潤・堀部 直人・松本 一彦・三宅 正男・松井 隆太郎・黄 珍光・岡﨑 豊・富所 拓哉・河合 江美・川西 咲子,3回生以上,後期,"水3,4,木3,4",工学部専門科目,物理工学科,,2025
原子核工学実験２,今井 誠,3回生以上,後期,"木1,2,3,4",工学部専門科目,物理工学科,,2025
材料強度学,平方 寛之・嶋田 隆広,4回生以上,前期,木2,工学部専門科目,物理工学科,,2025
熱力学１（機宇）,岩井 裕・岸本 将史,2回生以上,前期,金1,工学部専門科目,物理工学科,,2025
熱力学１（エネ原）,長谷川 将克,2回生以上,前期,金1,工学部専門科目,物理工学科,,2025
機械システム学セミナー（機）,名村 今日子・松本 充弘,3回生以上,後期集中,集中講義,工学部専門科目,物理工学科,,2025
マイクロ材料の加工・評価の基礎,土屋 智由・鈴木 基史・横川 隆司・廣谷 潤・藤本 和也,4回生以上,後期集中,集中講義,工学部専門科目,物理工学科,,2025
知能システム工学（機）,加納 学・中西 弘明,4回生以上,前期,水2,工学部専門科目,物理工学科,,2025
材料科学基礎３,豊浦 和明,2回生以上,後期,金1,工学部専門科目,物理工学科,,2025
材料組織学,安田 秀幸,3回生以上,後期,月1,工学部専門科目,物理工学科,,2025
放射線計測学,土田 秀次,3回生以上,前期,水2,工学部専門科目,物理工学科,,2025
材料熱力学（材）,宇田 哲也,2回生以上,前期,火3,工学部専門科目,物理工学科,,2025
高分子材料概論（材）,澤本 光男・一井 崇,3回生以上,前期,月2,工学部専門科目,物理工学科,,2025
原子炉物理学（原）,檜木 達也,3回生以上,前期,金1,工学部専門科目,物理工学科,,2025
結晶回折学（材）,奥田 浩司,3回生以上,後期,金2,工学部専門科目,物理工学科,,2025
エレクトロニクス入門（機宇）〈情報〉,粟野 皓光・上野 嶺,2回生以上,前期,月4,工学部専門科目,物理工学科,,2025
生体機械工学,新宅 博文・安達 泰治・横川 隆司・井上 康博,3回生以上,後期,水4,工学部専門科目,物理工学科,,2025
量子無機材料学（材）,世古 敦人,3回生以上,後期,火2,工学部専門科目,物理工学科,,2025
特別研究１（機）,西脇 眞二,4回生以上,前期集中,集中講義,工学部専門科目,物理工学科,,2025
特別研究１（機）,西脇 眞二,4回生以上,後期集中,集中講義,工学部専門科目,物理工学科,,2025
特別研究１（材）,岸田 恭輔・一井 崇,4回生以上,前期集中,集中講義,工学部専門科目,物理工学科,,2025
特別研究１（エネ）,今谷 勝次,4回生以上,前期集中,集中講義,工学部専門科目,物理工学科,,2025
特別研究１（原）,檜木 達也・間嶋 拓也,4回生以上,前期集中,集中講義,工学部専門科目,物理工学科,,2025
特別研究１（宇）,高田 滋,4回生以上,前期集中,集中講義,工学部専門科目,物理工学科,,2025
特別研究１（材）,岸田 恭輔・一井 崇,4回生以上,後期集中,集中講義,工学部専門科目,物理工学科,,2025
特別研究１（エネ）,今谷 勝次,4回生以上,後期集中,集中講義,工学部専門科目,物理工学科,,2025
特別研究１（原）,檜木 達也・間嶋 拓也,4回生以上,後期集中,集中講義,工学部専門科目,物理工学科,,2025
特別研究２（機）,西脇 眞二,4回生以上,後期集中,集中講義,工学部専門科目,物理工学科,,2025
特別研究２（機）,西脇 眞二,4回生以上,前期集中,集中講義,工学部専門科目,物理工学科,,2025
特別研究２（材）,岸田 恭輔・一井 崇,4回生以上,後期集中,集中講義,工学部専門科目,物理工学科,,2025
特別研究２（エネ）,今谷 勝次,4回生以上,後期集中,集中講義,工学部専門科目,物理工学科,,2025
特別研究２（原）,檜木 達也・間嶋 拓也,4回生以上,後期集中,集中講義,工学部専門科目,物理工学科,,2025
特別研究２（宇）,高田 滋,4回生以上,後期集中,集中講義,工学部専門科目,物理工学科,,2025
特別研究２（材）,岸田 恭輔・一井 崇,4回生以上,前期集中,集中講義,工学部専門科目,物理工学科,,2025
特別研究２（エネ）,今谷 勝次,4回生以上,前期集中,集中講義,工学部専門科目,物理工学科,,2025
特別研究２（原）,檜木 達也・間嶋 拓也,4回生以上,前期集中,集中講義,工学部専門科目,物理工学科,,2025
電気回路基礎論,久門 尚史,1回生以上,前期,火5,工学部専門科目,物理工学科,,2025
数値解析,吉川 仁,2回生以上,後期,水3,工学部専門科目,物理工学科,,2025
数理解析,吉川 仁,4回生以上,前期,木4,工学部専門科目,物理工学科,,2025
